TABELA DE PREÇOS 03/03/2026;;;;;;;;
ABRIDORES E CHAVEIROS;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
ETQ7CM18;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;95;200;53 x 53;2;R$ 40,50
ETQ7CM19;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;247;520;53 x 53;2;R$ 92,50
ETQ7CM20;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;475;1000;53 x 53;2;R$ 171,50
ETQ7CM21;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;1178;2480;53 x 53;2;R$ 414,99
ETQ7CM22;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;2375;5000;53 x 53;2;R$ 828,99
ETQ7CM23;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;4750;10000;53 x 53;2;R$ 1.650,50
ETQ7CM24;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;9500;20000;53 x 53;2;R$ 3.293,99
ETQ7CM25;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;19;28;63 x 63;2;R$ 14,00
ETQ7CM26;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;95;112;63 x 63;2;R$ 33,50
ETQ7CM27;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;95;252;63 x 63;2;R$ 66,50
ETQ7CM28;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;342;504;63 x 63;2;R$ 125,50
ETQ7CM29;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;684;1008;63 x 63;2;R$ 243,50
ETQ7CM30;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;1691;2136;63 x 63;2;R$ 513,50
ETQ7CM31;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;3401;5012;63 x 63;2;R$ 1.183,50
ETQ7CM32;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;6802;8596;63 x 63;2;R$ 2.025,99
ETQ7CM33;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;13585;20020;63 x 63;2;R$ 4.707,99
ETQ8CM1;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;19;104;33 x 33;2;R$ 15,00
ETQ8CM2;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;57;312;33 x 33;2;R$ 27,50
ETQ8CM3;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;95;520;33 x 33;2;R$ 40,50
ETQ8CM4;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;171;936;33 x 33;2;R$ 66,50
ETQ8CM5;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;361;1768;33 x 33;2;R$ 119,50
ETQ8CM6;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;817;4576;33 x 33;2;R$ 296,99
ETQ8CM7;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;1634;9256;33 x 33;2;R$ 592,50
ETQ8CM8;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;3249;18408;33 x 33;2;R$ 1.170,50
ETQ8CM10;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;57;140;43 x 43;2;R$ 20,50
ETQ8CM11;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;133;420;43 x 43;2;R$ 46,50
ETQ8CM12;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;285;1050;43 x 43;2;R$ 105,50
ETQ8CM13;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;570;2100;43 x 43;2;R$ 204,50
ETQ8CM14;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;1368;5040;43 x 43;2;R$ 479,99
ETQ8CM15;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;2736;10080;43 x 43;2;R$ 953,99
ETQ8CM16;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;5434;20020;43 x 43;2;R$ 1.886,99
ETQ8CM9;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;19;70;43 x 43;2;R$ 14,00
ETQ8CM17;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;19;40;53 x 53;2;R$ 15,00
ETQ8CM18;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;95;200;53 x 53;2;R$ 42,50
ETQ8CM19;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;247;520;53 x 53;2;R$ 95,50
ETQ8CM20;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;475;1000;53 x 53;2;R$ 171,50
ETQ8CM21;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;1178;2480;53 x 53;2;R$ 414,99
ETQ8CM22;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;2375;5000;53 x 53;2;R$ 828,99
ETQ8CM23;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;4750;10000;53 x 53;2;R$ 1.650,50
ETQ8CM24;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;9500;20000;53 x 53;2;R$ 3.293,99
ETQ8CM25;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;19;28;63 x 63;2;R$ 14,00
ETQ8CM26;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;95;112;63 x 63;2;R$ 33,50
ETQ8CM27;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;95;252;63 x 63;2;R$ 66,50
ETQ8CM28;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;342;504;63 x 63;2;R$ 125,50
ETQ8CM29;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;684;1008;63 x 63;2;R$ 243,50
ETQ8CM30;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;1691;2136;63 x 63;2;R$ 513,50
ETQ8CM31;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;3401;5012;63 x 63;2;R$ 1.183,50
ETQ8CM32;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;6802;8596;63 x 63;2;R$ 2.025,99
ETQ8CM33;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;13585;20020;63 x 63;2;R$ 4.707,99
ADCASOV01;ADESIVOS;ADESIVO DESTRUTÍVEL CASCA DE OVO - PVC 0,09MM - 9g;4X0;29;1;330 x 480;1;R$ 35,50
ADCASOV02;ADESIVOS;ADESIVO DESTRUTÍVEL CASCA DE OVO - PVC 0,09MM - 9g;4X0;150;5;330 x 480;1;R$ 169,50
ADCASOV03;ADESIVOS;ADESIVO DESTRUTÍVEL CASCA DE OVO - PVC 0,09MM - 9g;4X0;300;10;330 x 480;1;R$ 329,50
ADCASOV04;ADESIVOS;ADESIVO DESTRUTÍVEL CASCA DE OVO - PVC 0,09MM - 9g;4X0;1500;50;330 x 480;1;R$ 1.569,50
ADCASOV25;ADESIVOS;ADESIVO DESTRUTÍVEL CASCA DE OVO - PVC 0,09MM - 9g;4X0;750;25;330 x 480;1;R$ 800,99
ADPC1;ADESIVOS;ADESIVO PAPEL - 80g;4X0;19;1;330 x 480;1;R$ 10,00
ADPC25;ADESIVOS;ADESIVO PAPEL - 80g;4X0;475;25;330 x 480;1;R$ 73,50
ADPC5;ADESIVOS;ADESIVO PAPEL - 80g;4X0;95;5;330 x 480;1;R$ 20,50
ADPMC10;ADESIVOS;ADESIVO PAPEL - 80g;4X0;190;10;330 x 480;1;R$ 34,50
ADPMC50;ADESIVOS;ADESIVO PAPEL - 80g;4X0;950;50;330 x 480;1;R$ 137,99
ADVC5;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;96;5;330 x 480;1;R$ 35,50
ADVMC10;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;191;10;330 x 480;1;R$ 62,50
ADVMC25;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;478;25;330 x 480;1;R$ 140,50
ADVMC50;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;951;50;330 x 480;1;R$ 271,99
AVB1C0;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;20;1;330 x 480;1;R$ 13,00
ADEHOT009;ADESIVOS;ADESIVO BRANCO - FOLHA - COM HOTSTAMPING - 120g;1X0;20;1;330 x 480;3;R$ 10,00
ADEHOT010;ADESIVOS;ADESIVO BRANCO - FOLHA - COM HOTSTAMPING - 120g;1X0;100;5;330 x 480;3;R$ 40,50
ADEHOT011;ADESIVOS;ADESIVO BRANCO - FOLHA - COM HOTSTAMPING - 120g;1X0;200;10;330 x 480;3;R$ 68,50
ADEHOT012;ADESIVOS;ADESIVO BRANCO - FOLHA - COM HOTSTAMPING - 120g;1X0;500;25;330 x 480;3;R$ 154,50
ADEHOT013;ADESIVOS;ADESIVO BRANCO - FOLHA - COM HOTSTAMPING - 120g;1X0;1000;50;330 x 480;3;R$ 268,99
FADH01;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;19;1;330 x 480;2;R$ 14,00
FADH02;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;95;5;330 x 480;2;R$ 39,50
FADH03;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;190;10;330 x 480;2;R$ 68,50
FADH04;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;950;50;330 x 480;2;R$ 291,99
FADH25;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;475;25;330 x 480;2;R$ 153,50
ADVC5C;ADESIVOS;ADESIVO BOPP BRANCO RESINADO - 120g;4X0;95;5;330 x 480;4;R$ 214,50
ADVMC10C;ADESIVOS;ADESIVO BOPP BRANCO RESINADO - 120g;4X0;190;10;330 x 480;4;R$ 416,50
ADVMC50C;ADESIVOS;ADESIVO BOPP BRANCO RESINADO - 120g;4X0;950;50;330 x 480;4;R$ 1.973,99
AVB125;ADESIVOS;ADESIVO BOPP BRANCO RESINADO - 120g;4X0;475;25;330 x 480;4;R$ 1.010,50
AVB1C0C;ADESIVOS;ADESIVO BOPP BRANCO RESINADO - 120g;4X0;19;1;330 x 480;4;R$ 46,00
AT0010;ADESIVOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;19;1;330 x 480;1;R$ 13,00
AT0025;ADESIVOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;475;25;330 x 480;1;R$ 143,50
AT010;ADESIVOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;190;10;330 x 480;1;R$ 63,50
AT05;ADESIVOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;95;5;330 x 480;1;R$ 35,50
AT0502;ADESIVOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;950;50;330 x 480;1;R$ 272,99
ADEHOT014;ADESIVOS;ADESIVO TRANSPARENTE - FOLHA - COM HOTSTAMPING - 120g;1X0;20;1;330 x 480;3;R$ 10,00
ADEHOT015;ADESIVOS;ADESIVO TRANSPARENTE - FOLHA - COM HOTSTAMPING - 120g;1X0;100;5;330 x 480;3;R$ 40,50
ADEHOT016;ADESIVOS;ADESIVO TRANSPARENTE - FOLHA - COM HOTSTAMPING - 120g;1X0;200;10;330 x 480;3;R$ 68,50
ADEHOT017;ADESIVOS;ADESIVO TRANSPARENTE - FOLHA - COM HOTSTAMPING - 120g;1X0;500;25;330 x 480;3;R$ 154,50
ADEHOT018;ADESIVOS;ADESIVO TRANSPARENTE - FOLHA - COM HOTSTAMPING - 120g;1X0;1000;50;330 x 480;3;R$ 270,99
AT0010B;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;19;1;330 x 480;1;R$ 13,00
AT00125;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;475;25;330 x 480;1;R$ 149,50
AT010B;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;190;10;330 x 480;1;R$ 66,50
AT0502B;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;950;50;330 x 480;1;R$ 289,99
AT05B;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;95;5;330 x 480;1;R$ 37,50
ATI1;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;19;1;330 x 480;1;R$ 13,00
ATI125;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;475;25;330 x 480;1;R$ 149,50
ATI2;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;95;5;330 x 480;1;R$ 37,50
ATI3;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;190;10;330 x 480;1;R$ 66,50
ATI4;ADESIVOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;950;50;330 x 480;1;R$ 286,99
ADVC5M;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;95;5;330 x 480;1;R$ 38,50
ADVMC10M;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;190;10;330 x 480;1;R$ 68,50
ADVMCP50M;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;950;50;330 x 480;1;R$ 300,99
AVB1C0M;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;19;1;330 x 480;1;R$ 14,00
AVB1C25;ADESIVOS;ADESIVO METALIZADO VINIL COM TINTA BRANCA - 120g;4X0;475;25;330 x 480;1;R$ 155,50
AVM1TB10C;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;190;10;330 x 480;4;R$ 434,50
AVM1TB1C;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;19;1;330 x 480;4;R$ 48,00
AVM1TB25C;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;475;25;330 x 480;4;R$ 1.056,50
AVM1TB50C;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;950;50;330 x 480;4;R$ 2.059,99
AVM1TB5C;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;95;5;330 x 480;4;R$ 224,50
ADVCP5;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;95;5;330 x 480;1;R$ 37,50
ADVMCP50;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;950;50;330 x 480;1;R$ 287,99
ADVPMC10;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;190;10;330 x 480;1;R$ 65,50
AVP1C0;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;19;1;330 x 480;1;R$ 13,00
AVP1C25;ADESIVOS;ADESIVO METALIZADO VINIL SEM TINTA BRANCA - 120g;4X0;475;25;330 x 480;1;R$ 148,50
AVM1TB1;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;19;1;330 x 480;4;R$ 47,00
AVM1TB10;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;190;10;330 x 480;4;R$ 420,50
AVM1TB25;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;475;25;330 x 480;4;R$ 1.025,50
AVM1TB5;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;95;5;330 x 480;4;R$ 217,50
AVM1TB50;ADESIVOS;ADESIVO BOPP METALIZADO RESINADO - 120g;4X0;950;50;330 x 480;4;R$ 2.000,99
LSTP;ADESIVOS;ADESIVO PAPEL BOBINA - ROTULO - 127g;4X0;70;100;10 x 10;3;R$ 0,36
LSGQ01;ADESIVOS;ADESIVO PAPEL - 80g;4X0;12;70;45 x 45;2;R$ 10,00
LSGQ02;ADESIVOS;ADESIVO PAPEL - 80g;4X0;24;140;45 x 45;2;R$ 13,50
LSGQ03;ADESIVOS;ADESIVO PAPEL - 80g;4X0;61;280;45 x 45;2;R$ 25,50
LSGQ04;ADESIVOS;ADESIVO PAPEL - 80g;4X0;122;490;45 x 45;2;R$ 38,50
LSGQ05;ADESIVOS;ADESIVO PAPEL - 80g;4X0;243;1050;45 x 45;2;R$ 72,50
LSGR01;ADESIVOS;ADESIVO PAPEL - 80g;4X0;12;70;45 x 45;2;R$ 11,00
LSGR02;ADESIVOS;ADESIVO PAPEL - 80g;4X0;24;140;45 x 45;2;R$ 13,50
LSGR03;ADESIVOS;ADESIVO PAPEL - 80g;4X0;61;280;45 x 45;2;R$ 23,50
LSGR04;ADESIVOS;ADESIVO PAPEL - 80g;4X0;122;490;45 x 45;2;R$ 38,50
LSGR05;ADESIVOS;ADESIVO PAPEL - 80g;4X0;243;1050;45 x 45;2;R$ 69,50
LSG01;ADESIVOS;ADESIVO PAPEL - 80g;4X0;24;54;90 x 45;2;R$ 16,50
LSG02;ADESIVOS;ADESIVO PAPEL - 80g;4X0;243;513;90 x 45;2;R$ 67,50
LSG03;ADESIVOS;ADESIVO PAPEL - 80g;4X0;122;270;90 x 45;2;R$ 39,50
LSG04;ADESIVOS;ADESIVO PAPEL - 80g;4X0;49;108;90 x 45;2;R$ 21,50
LSG05;ADESIVOS;ADESIVO PAPEL - 80g;4X0;486;1026;90 x 45;2;R$ 114,50
VA11;ADESIVOS;ADESIVO VINIL AUTOMOTIVO - 120g;4X0;400;1;1000 x 1000;1;R$ 83,50
VBKBM2;ADESIVOS;ADESIVO VINIL BLOCKOUT BRILHO - 120g;4X0;400;1;1000 x 1000;1;R$ 45,50
VBKFM2;ADESIVOS;ADESIVO VINIL BLOCKOUT FOSCO - 120g;4X0;400;1;1000 x 1000;1;R$ 45,50
VBBM2;ADESIVOS;ADESIVO VINIL BRANCO - 120g;4X0;400;1;1000 x 1000;1;R$ 42,50
VBFM2;ADESIVOS;ADESIVO VINIL BRANCO FOSCO - 120g;4X0;400;1;1000 x 1000;1;R$ 45,50
HOLG001;ADESIVOS;ADESIVO VINIL HOLOGRÁFICO - 120g;4X0;400;1;1000 x 1000;1;R$ 96,50
HOLG003;ADESIVOS;ADESIVO VINIL HOLOGRÁFICO - 120g;4X0;400;1;1000 x 1000;1;R$ 170,50
VMPM2;ADESIVOS;ADESIVO VINIL MICROPERFURADO - 120g;4X0;400;1;1000 x 1000;1;R$ 53,50
VTM2;ADESIVOS;ADESIVO VINIL TRANSPARENTE - 120g;4X0;400;1;1000 x 1000;1;R$ 51,50
VTJM2;ADESIVOS;ADESIVO VINIL TRANSPARENTE JATEADO - 120g;4X0;400;1;1000 x 1000;1;R$ 53,50
APP10;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;32;10;300 x 90;2;R$ 19,50
APP100;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;324;100;300 x 90;2;R$ 135,50
APP1000;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;3240;1000;300 x 90;2;R$ 1.262,50
APP25;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;81;25;300 x 90;2;R$ 38,50
APP250;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;810;250;300 x 90;2;R$ 320,99
APP2500;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;8100;2500;300 x 90;2;R$ 3.146,99
APP50;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;162;50;300 x 90;2;R$ 69,50
APP500;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;1620;500;300 x 90;2;R$ 637,50
APP5000;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;16200;5000;300 x 90;2;R$ 6.286,99
APP15;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;83;15;460 x 100;2;R$ 38,50
APP150;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;828;150;460 x 100;2;R$ 319,99
APP1500;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;8280;1500;460 x 100;2;R$ 3.134,50
APP30;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;166;30;460 x 100;2;R$ 69,50
APP300;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;1656;300;460 x 100;2;R$ 632,50
APP3000;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;16560;3000;460 x 100;2;R$ 6.261,50
APP5;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;28;5;460 x 100;2;R$ 19,50
APP60;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;331;60;460 x 100;2;R$ 131,50
APP600;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;3312;600;460 x 100;2;R$ 1.257,50
APRA;ADESIVOS;ADESIVO VINIL AMARELO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 57,50
APRAR;ADESIVOS;ADESIVO VINIL AZUL ROYAL PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 54,50
APRB;ADESIVOS;ADESIVO VINIL BRANCO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 57,50
APRL;ADESIVOS;ADESIVO VINIL LARANJA PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 54,50
APRO;ADESIVOS;ADESIVO VINIL OURO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 57,50
APRP;ADESIVOS;ADESIVO VINIL PRATA PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 57,50
APRPC;ADESIVOS;ADESIVO VINIL PRETO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 57,50
APRT;ADESIVOS;ADESIVO VINIL TRANSP JATEADO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 54,50
APRVB;ADESIVOS;ADESIVO VINIL VERDE BANDEIRA PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 54,50
APRV;ADESIVOS;ADESIVO VINIL VERMELHO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 54,50
ARPAM;ADESIVOS;ADESIVO VINIL REFLETIVO AMARELO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 60,50
ARPA;ADESIVOS;ADESIVO VINIL REFLETIVO AZUL PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 74,50
ARPV;ADESIVOS;ADESIVO VINIL REFLETIVO VERDE PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 71,50
ARPVE;ADESIVOS;ADESIVO VINIL REFLETIVO VERMELHO PLOTTER - 120g;1X0;500;1;510 x 1000;3;R$ 60,50
RV1313100;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;219;100;135 x 135;2;R$ 146,10
RV13131000;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;2187;1000;135 x 135;2;R$ 1.334,51
RV131320;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;44;20;135 x 135;2;R$ 39,75
RV1313250;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;547;250;135 x 135;2;R$ 342,27
RV131350;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;109;50;135 x 135;2;R$ 80,02
RV1313500;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;1094;500;135 x 135;2;R$ 674,74
RV510100;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;60;100;50 x 100;2;R$ 40,78
RV5101000;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;600;1000;50 x 100;2;R$ 321,10
RV51020;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;12;20;50 x 100;2;R$ 17,54
RV510250;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;150;250;50 x 100;2;R$ 90,85
RV51050;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;30;50;50 x 100;2;R$ 26,83
RV510500;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;300;500;50 x 100;2;R$ 165,19
RV910100;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;108;100;90 x 100;2;R$ 67,63
RV9101000;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;1080;1000;90 x 100;2;R$ 549,29
RV91020;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;22;20;90 x 100;2;R$ 24,77
RV910250;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;270;250;90 x 100;2;R$ 146,10
RV91050;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;54;50;90 x 100;2;R$ 43,88
RV910500;ADESIVOS;ADESIVO BOPP BRANCO - 120g;4X0;540;500;90 x 100;2;R$ 282,89
R13131000;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;2187;1000;135 x 135;2;R$ 1.358,25
RMB1313100;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;219;100;135 x 135;2;R$ 148,67
RMB131320;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;44;20;135 x 135;2;R$ 40,78
RMB1313250;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;547;250;135 x 135;2;R$ 351,04
RMB131350;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;109;50;135 x 135;2;R$ 81,05
RMB1313500;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;1094;500;135 x 135;2;R$ 687,63
RMB510100;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;60;100;50 x 100;2;R$ 41,82
RMB5101000;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;600;1000;50 x 100;2;R$ 327,29
RMB51020;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;12;20;50 x 100;2;R$ 16,51
RMB510250;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;150;250;50 x 100;2;R$ 91,88
RMB51050;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;30;50;50 x 100;2;R$ 26,83
RMB510500;ADESIVOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;300;500;50 x 100;2;R$ 167,78
